Q86IC9 	 PGEN_.00g000010
O14792 	 PGEN_.00g180950
Q9Y345 	 PGEN_.00g180980
Q8C0J6 	 PGEN_.00g181000
Q96EP0 	 PGEN_.00g181010
Q3B725 	 PGEN_.00g181060
Q60737 	 PGEN_.00g181080
P29774 	 PGEN_.00g181110
O16374 	 PGEN_.00g181120
Q7TS63 	 PGEN_.00g181140
P21783 	 PGEN_.00g181300
Q55BZ5 	 PGEN_.00g181310
Q55BZ5 	 PGEN_.00g181320
Q0V7M8 	 PGEN_.00g181360
P69003 	 PGEN_.00g181370
Q6AXM8 	 PGEN_.00g181380
P31648 	 PGEN_.00g181410
Q62687 	 PGEN_.00g181420
P08953 	 PGEN_.00g181450
B3Y614 	 PGEN_.00g181460
Q9FY48 	 PGEN_.00g181480
Q6ZMY6 	 PGEN_.00g181490
Q6ZQ89 	 PGEN_.00g181500
Q15399 	 PGEN_.00g181570
Q5ZIG0 	 PGEN_.00g181580
Q7YRA3 	 PGEN_.00g181590
Q2TAA8 	 PGEN_.00g181600
P69566 	 PGEN_.00g181610
P0DOC8 	 PGEN_.00g181620
Q16943 	 PGEN_.00g181630
Q924N4 	 PGEN_.00g181640
Q8N6F8 	 PGEN_.00g181680
Q8NGA4 	 PGEN_.00g181720
Q86VV8 	 PGEN_.00g181740
Q8R4Y8 	 PGEN_.00g181750
Q9ULJ7 	 PGEN_.00g181760
Q8R1Q8 	 PGEN_.00g181770
P61019 	 PGEN_.00g181780
Q19546 	 PGEN_.00g181790
Q6UB98 	 PGEN_.00g181810
A0A1D5P556 	 PGEN_.00g181830
Q9UPN9 	 PGEN_.00g181860
Q22549 	 PGEN_.00g181920
A8WVX4 	 PGEN_.00g181930
Q9VQB7 	 PGEN_.00g181940
P13821 	 PGEN_.00g182080
P0DMS8 	 PGEN_.00g182100
Q3SYW0 	 PGEN_.00g182110
Q1HFZ0 	 PGEN_.00g182120
Q1HFZ0 	 PGEN_.00g182130
Q8N0N3 	 PGEN_.00g182170
Q6PEH9 	 PGEN_.00g182250
Q9VSL7 	 PGEN_.00g182260
P57768 	 PGEN_.00g182280
Q3UHG7 	 PGEN_.00g182300
Q3UHG7 	 PGEN_.00g182410
Q5R6Q7 	 PGEN_.00g182420
Q9VSL7 	 PGEN_.00g182440
Q6PEH9 	 PGEN_.00g182450
A0A0R4IBK5 	 PGEN_.00g182480
Q63HN8 	 PGEN_.00g182540
Q63HN8 	 PGEN_.00g182630
A0A0R4IBK5 	 PGEN_.00g182650
Q6NYE4 	 PGEN_.00g182660
Q6NYE4 	 PGEN_.00g182670
O23300 	 PGEN_.00g182690
P86952 	 PGEN_.00g182710
A0A060WQA3 	 PGEN_.00g182750
P25067 	 PGEN_.00g182760
B5XF11 	 PGEN_.00g182790
P21761 	 PGEN_.00g182830
P86952 	 PGEN_.00g182870
Q6DDL7 	 PGEN_.00g182960
Q9D1Q1 	 PGEN_.00g183000
Q587J7 	 PGEN_.00g183010
Q6PF21 	 PGEN_.00g183020
P98156 	 PGEN_.00g183030
Q9P215 	 PGEN_.00g183070
Q9Y2C3 	 PGEN_.00g183120
Q17043 	 PGEN_.00g183150
Q17043 	 PGEN_.00g183160
Q17043 	 PGEN_.00g183170
P35903 	 PGEN_.00g183180
Q9W1A4 	 PGEN_.00g183190
O95995 	 PGEN_.00g183200
Q8WY64 	 PGEN_.00g183210
P0CG11 	 PGEN_.00g183220
Q6ZPT1 	 PGEN_.00g183280
O43301 	 PGEN_.00g183310
Q9U3V5 	 PGEN_.00g183360
Q9UL36 	 PGEN_.00g183380
A4FUD6 	 PGEN_.00g183400
P07686 	 PGEN_.00g183420
Q24248 	 PGEN_.00g183430
P25932 	 PGEN_.00g183440
A4ZNR5 	 PGEN_.00g183470
P24369 	 PGEN_.00g183520
Q1RMU2 	 PGEN_.00g183530
Q6PGU2 	 PGEN_.00g183540
A9JTG5 	 PGEN_.00g183550
Q99PW4 	 PGEN_.00g183560
Q5PQN9 	 PGEN_.00g183570
P53568 	 PGEN_.00g183580
Q15744 	 PGEN_.00g183590
P82251 	 PGEN_.00g183640
Q9QXA6 	 PGEN_.00g183670
Q86YS6 	 PGEN_.00g183690
Q8SWR3 	 PGEN_.00g183750
Q9H5Z1 	 PGEN_.00g183760
Q9VY77 	 PGEN_.00g183770
Q2TB18 	 PGEN_.00g183780
Q28E61 	 PGEN_.00g183800
P21894 	 PGEN_.00g183880
Q8BGQ7 	 PGEN_.00g183890
P86854 	 PGEN_.00g183910
Q5RDW1 	 PGEN_.00g183950
A5PLL7 	 PGEN_.00g183960
Q8C3P7 	 PGEN_.00g183970
P61315 	 PGEN_.00g183990
Q5E9D0 	 PGEN_.00g184020
P70227 	 PGEN_.00g184070
P12345 	 PGEN_.00g184090
Q08DJ0 	 PGEN_.00g184100
Q5M8L0 	 PGEN_.00g184110
A5A779 	 PGEN_.00g184120
Q4V8D1 	 PGEN_.00g184130
Q51330 	 PGEN_.00g184140
Q9VN14 	 PGEN_.00g184150
Q8BSL4 	 PGEN_.00g184160
Q16609 	 PGEN_.00g184170
Q9VGW1 	 PGEN_.00g184180
Q9WTK3 	 PGEN_.00g184190
P00125 	 PGEN_.00g184200
P51798 	 PGEN_.00g184210
Q7ZVR8 	 PGEN_.00g184230
B2RYD2 	 PGEN_.00g184240
O43313 	 PGEN_.00g184280
P97477 	 PGEN_.00g184290
Q8IRG6 	 PGEN_.00g184300
Q5M8X5 	 PGEN_.00g184310
P11387 	 PGEN_.00g184340
Q8CI17 	 PGEN_.00g184400
P22758 	 PGEN_.00g184420
Q6DE14 	 PGEN_.00g184440
P20678 	 PGEN_.00g184480
Q9EPU4 	 PGEN_.00g184500
Q96QK1 	 PGEN_.00g184520
Q10569 	 PGEN_.00g184530
O23300 	 PGEN_.00g184550
O23299 	 PGEN_.00g184560
O45782 	 PGEN_.00g184570
Q8TEX9 	 PGEN_.00g184580
Q3UMR0 	 PGEN_.00g184620
Q96NW4 	 PGEN_.00g184630
Q4KTY1 	 PGEN_.00g184640
Q1LWV7 	 PGEN_.00g184700
Q6DGV7 	 PGEN_.00g184820
A8MW92 	 PGEN_.00g184860
A2VE56 	 PGEN_.00g184910
Q9H0A9 	 PGEN_.00g184960
Q8BVI5 	 PGEN_.00g184980
Q8BVI5 	 PGEN_.00g185010
Q96DY7 	 PGEN_.00g185030
Q9Y2H8 	 PGEN_.00g185080
Q5RCM6 	 PGEN_.00g185110
P26516 	 PGEN_.00g185120
Q8BTU1 	 PGEN_.00g185180
Q96KR6 	 PGEN_.00g185210
Q9Y236 	 PGEN_.00g185220
Q28DH9 	 PGEN_.00g185250
Q28DH9 	 PGEN_.00g185260
Q3U2U7 	 PGEN_.00g185270
Q5U403 	 PGEN_.00g185280
Q9D5D8 	 PGEN_.00g185290
O75521 	 PGEN_.00g185310
Q5XIC0 	 PGEN_.00g185330
Q7TQN8 	 PGEN_.00g185480
Q9HCI6 	 PGEN_.00g185610
Q8R1Q3 	 PGEN_.00g185680
Q17QF0 	 PGEN_.00g185730
Q7ZU29 	 PGEN_.00g185760
Q6C9E7 	 PGEN_.00g185780
F7B645 	 PGEN_.00g185790
Q6GM29 	 PGEN_.00g185800
Q9FZK4 	 PGEN_.00g185810
Q9NTW7 	 PGEN_.00g185820
Q55CU8 	 PGEN_.00g185850
Q7TQE7 	 PGEN_.00g185860
Q32P85 	 PGEN_.00g185870
Q9UN37 	 PGEN_.00g185910
O75351 	 PGEN_.00g185920
Q3USW5 	 PGEN_.00g186050
Q8BXA7 	 PGEN_.00g186060
Q9BS92 	 PGEN_.00g186100
Q5R7R6 	 PGEN_.00g186120
Q62737 	 PGEN_.00g186140
Q9R1S3 	 PGEN_.00g186150
P82251 	 PGEN_.00g186170
Q5XLR4 	 PGEN_.00g186180
Q8JHH5 	 PGEN_.00g186190
O43861 	 PGEN_.00g186210
F1Q4S1 	 PGEN_.00g186230
Q8MP06 	 PGEN_.00g186240
Q9FWW6 	 PGEN_.00g186260
P55042 	 PGEN_.00g186270
P05186 	 PGEN_.00g186300
P05186 	 PGEN_.00g186310
Q8BW10 	 PGEN_.00g186320
Q69ZB8 	 PGEN_.00g186340
Q99999 	 PGEN_.00g186350
Q921I2 	 PGEN_.00g186360
Q4W5G0 	 PGEN_.00g186370
Q42688 	 PGEN_.00g186380
P15104 	 PGEN_.00g186390
Q8VD66 	 PGEN_.00g186400
Q9QXA6 	 PGEN_.00g186420
P82251 	 PGEN_.00g186440
A5D6U8 	 PGEN_.00g186450
Q05187 	 PGEN_.00g186470
P31228 	 PGEN_.00g186480
P63047 	 PGEN_.00g186490
P31228 	 PGEN_.00g186500
P38714 	 PGEN_.00g186530
Q84P21 	 PGEN_.00g186580
F1NPG5 	 PGEN_.00g186590
Q8NC67 	 PGEN_.00g186610
Q8WV35 	 PGEN_.00g186620
Q5PQY6 	 PGEN_.00g186630
Q9DBN5 	 PGEN_.00g186650
A2VB89 	 PGEN_.00g186680
Q5XGW6 	 PGEN_.00g186690
P55042 	 PGEN_.00g186740
Q9BUB4 	 PGEN_.00g186770
Q58DW2 	 PGEN_.00g186780
Q2V2M9 	 PGEN_.00g186790
A6NE52 	 PGEN_.00g186820
Q9UPY5 	 PGEN_.00g186860
Q08705 	 PGEN_.00g186870
Q28727 	 PGEN_.00g186880
P56489 	 PGEN_.00g186960
Q71SP7 	 PGEN_.00g187010
Q8JFN7 	 PGEN_.00g187030
O76554 	 PGEN_.00g187050
Q78S06 	 PGEN_.00g187070
Q8UW76 	 PGEN_.00g187080
Q8UW76 	 PGEN_.00g187090
Q8UW76 	 PGEN_.00g187100
Q02105 	 PGEN_.00g187110
Q13636 	 PGEN_.00g187120
Q502K2 	 PGEN_.00g187180
P22735 	 PGEN_.00g187200
P38529 	 PGEN_.00g187250
Q6URK8 	 PGEN_.00g187260
Q5R662 	 PGEN_.00g187270
P29190 	 PGEN_.00g187300
Q16822 	 PGEN_.00g187310
Q80SU7 	 PGEN_.00g187320
O54904 	 PGEN_.00g187330
O54904 	 PGEN_.00g187340
Q9GKY8 	 PGEN_.00g187350
Q91924 	 PGEN_.00g187360
Q96HA7 	 PGEN_.00g187380
Q56R14 	 PGEN_.00g187410
Q99J23 	 PGEN_.00g187420
O55234 	 PGEN_.00g187440
Q4KLC4 	 PGEN_.00g187460
Q969F8 	 PGEN_.00g187480
Q19673 	 PGEN_.00g187490
Q19673 	 PGEN_.00g187500
Q19673 	 PGEN_.00g187510
Q99PP7 	 PGEN_.00g187520
A6NN14 	 PGEN_.00g187530
P51676 	 PGEN_.00g187540
A3KMR8 	 PGEN_.00g187570
Q8CHP0 	 PGEN_.00g187590
Q8TEP8 	 PGEN_.00g187600
P27623 	 PGEN_.00g187610
Q29496 	 PGEN_.00g187620
Q64417 	 PGEN_.00g187630
P36423 	 PGEN_.00g187640
P10123 	 PGEN_.00g187650
Q9C0B7 	 PGEN_.00g187670
P08953 	 PGEN_.00g187680
Q6P6Y1 	 PGEN_.00g187700
Q6P6Y1 	 PGEN_.00g187720
Q9I9A7 	 PGEN_.00g187730
Q5ZL13 	 PGEN_.00g187740
P12955 	 PGEN_.00g187750
O60884 	 PGEN_.00g187760
P11881 	 PGEN_.00g187770
P70227 	 PGEN_.00g187790
Q9WVB4 	 PGEN_.00g187800
P46023 	 PGEN_.00g187810
Q9UT67 	 PGEN_.00g187820
P20420 	 PGEN_.00g187830
Q02369 	 PGEN_.00g187890
Q09225 	 PGEN_.00g187910
Q6DDL7 	 PGEN_.00g187920
Q8NCN5 	 PGEN_.00g187930
P34528 	 PGEN_.00g187940
Q6TFL4 	 PGEN_.00g187960
P32749 	 PGEN_.00g187970
Q3SZH6 	 PGEN_.00g188040
Q92620 	 PGEN_.00g188050
Q3KQF4 	 PGEN_.00g188070
Q7TSH2 	 PGEN_.00g188090
O13016 	 PGEN_.00g188100
Q96GQ7 	 PGEN_.00g188120
A7RRJ0 	 PGEN_.00g188130
Q6P5L8 	 PGEN_.00g188160
Q8CHJ0 	 PGEN_.00g188170
Q9VCA2 	 PGEN_.00g188180
Q6NUB3 	 PGEN_.00g188190
Q8CHJ1 	 PGEN_.00g188200
Q8SQC1 	 PGEN_.00g188210
Q28H30 	 PGEN_.00g188220
Q6PAE6 	 PGEN_.00g188230
P15941 	 PGEN_.00g188250
Q62315 	 PGEN_.00g188270
Q969N2 	 PGEN_.00g188280
O15995 	 PGEN_.00g188300
Q3B7M7 	 PGEN_.00g188310
P18665 	 PGEN_.00g188320
Q3ZBX6 	 PGEN_.00g188330
Q64566 	 PGEN_.00g188340
Q5EAB6 	 PGEN_.00g188350
Q9VPQ6 	 PGEN_.00g188370
Q8VDS4 	 PGEN_.00g188390
Q3T0Q3 	 PGEN_.00g188400
O15440 	 PGEN_.00g188410
P83858 	 PGEN_.00g188470
E1BD59 	 PGEN_.00g188500
A8MTL3 	 PGEN_.00g188510
Q1LU86 	 PGEN_.00g188520
Q1RMK1 	 PGEN_.00g188530
Q9DGB6 	 PGEN_.00g188550
Q5ZKJ0 	 PGEN_.00g188570
A8WGA0 	 PGEN_.00g188590
P24367 	 PGEN_.00g188610
Q09415 	 PGEN_.00g188640
P49614 	 PGEN_.00g188670
P20060 	 PGEN_.00g188680
C0HL13 	 PGEN_.00g188700
Q04833 	 PGEN_.00g188710
Q08DZ2 	 PGEN_.00g188720
Q0PV50 	 PGEN_.00g188730
A8TX70 	 PGEN_.00g188760
Q5ZK82 	 PGEN_.00g188770
Q8R0A7 	 PGEN_.00g188780
O60268 	 PGEN_.00g188810
Q75QN2 	 PGEN_.00g188830
B2RYN2 	 PGEN_.00g188840
Q04831 	 PGEN_.00g188880
Q9R0W9 	 PGEN_.00g188900
Q4R6W2 	 PGEN_.00g188930
Q9H9A5 	 PGEN_.00g188940
E7FAM5 	 PGEN_.00g188950
Q3UHD2 	 PGEN_.00g188960
P08761 	 PGEN_.00g188970
Q32KJ6 	 PGEN_.00g188980
Q571E4 	 PGEN_.00g189010
Q5RHR6 	 PGEN_.00g189030
Q9GKX2 	 PGEN_.00g189040
Q9BTX7 	 PGEN_.00g189050
Q64326 	 PGEN_.00g189060
O46160 	 PGEN_.00g189090
Q86WU2 	 PGEN_.00g189100
C3YFB4 	 PGEN_.00g189120
E2RYF8 	 PGEN_.00g189130
Q9EST4 	 PGEN_.00g189140
Q62009 	 PGEN_.00g189160
P54269 	 PGEN_.00g189170
Q9BZ19 	 PGEN_.00g189180
Q90XW6 	 PGEN_.00g189190
A4VCL2 	 PGEN_.00g189200
Q00589 	 PGEN_.00g189260
Q99M85 	 PGEN_.00g189280
Q6GLJ1 	 PGEN_.00g189300
B5FZ63 	 PGEN_.00g189340
Q9CSH3 	 PGEN_.00g189370
Q8IXM3 	 PGEN_.00g189380
Q19673 	 PGEN_.00g189390
P86952 	 PGEN_.00g189400
Q19673 	 PGEN_.00g189410
P16065 	 PGEN_.00g189420
Q8BV66 	 PGEN_.00g189430
Q9BDB7 	 PGEN_.00g189440
O94391 	 PGEN_.00g189450
Q9WVQ0 	 PGEN_.00g189470
Q7Z449 	 PGEN_.00g189500
P56655 	 PGEN_.00g189510
A0JP85 	 PGEN_.00g189530
Q9M571 	 PGEN_.00g189540
Q14832 	 PGEN_.00g189570
Q9N121 	 PGEN_.00g189600
Q14028 	 PGEN_.00g189610
Q8UWA5 	 PGEN_.00g189660
Q948R0 	 PGEN_.00g189670
Q9N1Q4 	 PGEN_.00g189680
Q8BGK6 	 PGEN_.00g189690
Q9SJ44 	 PGEN_.00g189720
Q3UMM4 	 PGEN_.00g189730
Q9DCT2 	 PGEN_.00g189740
P36633 	 PGEN_.00g189780
O34363 	 PGEN_.00g189790
O34363 	 PGEN_.00g189800
J9VY90 	 PGEN_.00g189820
Q7KVW5 	 PGEN_.00g189840
Q32KL4 	 PGEN_.00g189860
P78417 	 PGEN_.00g189910
Q5ZKD4 	 PGEN_.00g189950
Q5ZKD4 	 PGEN_.00g189960
Q99715 	 PGEN_.00g189980
Q8TF05 	 PGEN_.00g190160
Q96DX4 	 PGEN_.00g190180
Q9DAR0 	 PGEN_.00g190190
Q21502 	 PGEN_.00g190200
Q5RKH3 	 PGEN_.00g190210
Q4G0P3 	 PGEN_.00g190220
Q80W93 	 PGEN_.00g190230
A5GFX0 	 PGEN_.00g190240
Q64701 	 PGEN_.00g190250
Q5R698 	 PGEN_.00g190260
A7YY75 	 PGEN_.00g190270
Q05927 	 PGEN_.00g190280
Q75QI0 	 PGEN_.00g190370
Q9D342 	 PGEN_.00g190380
Q9CWZ7 	 PGEN_.00g190400
Q96T49 	 PGEN_.00g190410
Q0P5H9 	 PGEN_.00g190420
O75096 	 PGEN_.00g190430
A1L1S5 	 PGEN_.00g190440
Q9Y345 	 PGEN_.00g190460
Q9UHI7 	 PGEN_.00g190470
P56812 	 PGEN_.00g190490
P05689 	 PGEN_.00g190530
E2R222 	 PGEN_.00g190540
Q7KVW5 	 PGEN_.00g190550
Q80VI1 	 PGEN_.00g190590
Q8BYI9 	 PGEN_.00g190610
P58392 	 PGEN_.00g190620
Q80SU7 	 PGEN_.00g190740
P56395 	 PGEN_.00g190790
Q58CZ9 	 PGEN_.00g190800
Q08BG1 	 PGEN_.00g190820
Q17QN3 	 PGEN_.00g190840
C7G0B5 	 PGEN_.00g190860
C7G0B5 	 PGEN_.00g190940
Q17QN3 	 PGEN_.00g190960
Q5XJ34 	 PGEN_.00g190970
Q08BG1 	 PGEN_.00g190990
Q58CZ9 	 PGEN_.00g191010
P56395 	 PGEN_.00g191020
Q9LF88 	 PGEN_.00g191140
Q8SVY9 	 PGEN_.00g191160
Q80SU7 	 PGEN_.00g191170
Q80SU7 	 PGEN_.00g191180
Q0E908 	 PGEN_.00g191250
Q21565 	 PGEN_.00g191260
Q5IS52 	 PGEN_.00g191280
Q29496 	 PGEN_.00g191300
Q96WV6 	 PGEN_.00g191320
P06787 	 PGEN_.00g191340
Q5D018 	 PGEN_.00g191370
Q8N895 	 PGEN_.00g191380
P55199 	 PGEN_.00g191390
P54830 	 PGEN_.00g191400
Q9H6S0 	 PGEN_.00g191410
Q91YK0 	 PGEN_.00g191480
Q91YK0 	 PGEN_.00g191490
Q9Y2C3 	 PGEN_.00g191630
Q15650 	 PGEN_.00g191640
P97390 	 PGEN_.00g191650
Q9Y6M4 	 PGEN_.00g191680
Q8N960 	 PGEN_.00g191690
P08928 	 PGEN_.00g191700
P21910 	 PGEN_.00g191710
Q0V9C8 	 PGEN_.00g191740
P98199 	 PGEN_.00g191750
Q9ESW8 	 PGEN_.00g191760
P22770 	 PGEN_.00g191800
Q9VCA2 	 PGEN_.00g191870
Q9CRC3 	 PGEN_.00g191880
Q969L4 	 PGEN_.00g191890
Q6NT55 	 PGEN_.00g191900
Q8CG64 	 PGEN_.00g191930
Q16959 	 PGEN_.00g191960
Q91WA1 	 PGEN_.00g192010
Q9Y6G5 	 PGEN_.00g192020
Q6PUR6 	 PGEN_.00g192030
Q5ZM57 	 PGEN_.00g192080
Q8K2C9 	 PGEN_.00g192090
P51587 	 PGEN_.00g192110
Q9WTY1 	 PGEN_.00g192120
Q5ZK63 	 PGEN_.00g192200
Q923X4 	 PGEN_.00g192240
Q54GP8 	 PGEN_.00g192250
Q8TDJ6 	 PGEN_.00g192260
O14975 	 PGEN_.00g192280
Q5TYW4 	 PGEN_.00g192300
A2RRP1 	 PGEN_.00g192310
Q5BL38 	 PGEN_.00g192320
P58727 	 PGEN_.00g192340
Q501Z5 	 PGEN_.00g192370
Q05A80 	 PGEN_.00g192380
Q4FNR7 	 PGEN_.00g192390
Q71KU9 	 PGEN_.00g192430
P31596 	 PGEN_.00g192440
Q9NWW6 	 PGEN_.00g192450
Q8BGC3 	 PGEN_.00g192480
Q99P50 	 PGEN_.00g192490
Q64267 	 PGEN_.00g192520
Q68EY7 	 PGEN_.00g192540
Q66IF1 	 PGEN_.00g192550
Q8QG60 	 PGEN_.00g192610
P34456 	 PGEN_.00g192740
O08863 	 PGEN_.00g192750
Q96L92 	 PGEN_.00g192760
Q3UHD6 	 PGEN_.00g192770
Q5RE18 	 PGEN_.00g192780
Q15937 	 PGEN_.00g192790
A2AM05 	 PGEN_.00g192820
Q9NXG0 	 PGEN_.00g192840
Q6ZN30 	 PGEN_.00g192870
Q8T5G8 	 PGEN_.00g192880
Q8WXR4 	 PGEN_.00g192890
B6CHA3 	 PGEN_.00g192900
O60140 	 PGEN_.00g192910
P49894 	 PGEN_.00g192920
Q9Z2Q2 	 PGEN_.00g192960
Q619W7 	 PGEN_.00g192980
V5NAL9 	 PGEN_.00g192990
Q3UTY6 	 PGEN_.00g193010
Q7TPM9 	 PGEN_.00g193020
O95847 	 PGEN_.00g193030
P15870 	 PGEN_.00g193040
Q9XSL6 	 PGEN_.00g193060
P58397 	 PGEN_.00g193080
Q68SA9 	 PGEN_.00g193090
Q8CH02 	 PGEN_.00g193100
Q8IWZ8 	 PGEN_.00g193110
Q9UKP4 	 PGEN_.00g193120
Q9PTS8 	 PGEN_.00g193170
O88398 	 PGEN_.00g193180
O94779 	 PGEN_.00g193250
P28818 	 PGEN_.00g193420
A2CEA7 	 PGEN_.00g193440
Q13972 	 PGEN_.00g193450
P28818 	 PGEN_.00g193460
P28818 	 PGEN_.00g193470
Q5ZIG3 	 PGEN_.00g193480
P0DMQ6 	 PGEN_.00g193490
Q05187 	 PGEN_.00g193510
Q05187 	 PGEN_.00g193520
Q9GZQ4 	 PGEN_.00g193570
Q9BMX5 	 PGEN_.00g193610
Q6UVK1 	 PGEN_.00g193640
D3IUT5 	 PGEN_.00g193650
Q6ZNA1 	 PGEN_.00g193700
Q9R194 	 PGEN_.00g193720
Q4VBS4 	 PGEN_.00g193740
Q495B1 	 PGEN_.00g193760
Q9QZR8 	 PGEN_.00g193790
A8YPR9 	 PGEN_.00g193810
O62675 	 PGEN_.00g193820
Q9H4A6 	 PGEN_.00g193830
Q568D2 	 PGEN_.00g193840
Q9GZS9 	 PGEN_.00g193860
Q6UUV9 	 PGEN_.00g193870
Q6ZNG9 	 PGEN_.00g193880
Q7Z4H7 	 PGEN_.00g193920
Q6NXR4 	 PGEN_.00g193950
P59889 	 PGEN_.00g193970
Q9H2B2 	 PGEN_.00g194030
Q9WV92 	 PGEN_.00g194060
Q3TTL0 	 PGEN_.00g194130
Q5RD86 	 PGEN_.00g194140
P61201 	 PGEN_.00g194150
P98068 	 PGEN_.00g194160
Q9I8C7 	 PGEN_.00g194200
O45782 	 PGEN_.00g194210
Q9HCI6 	 PGEN_.00g194230
Q0J9V3 	 PGEN_.00g194250
P10155 	 PGEN_.00g194280
P18899 	 PGEN_.00g194290
Q7TSF2 	 PGEN_.00g194340
Q4R6Y6 	 PGEN_.00g194350
Q2VLG6 	 PGEN_.00g194390
Q9CPT4 	 PGEN_.00g194430
P18899 	 PGEN_.00g194440
Q24372 	 PGEN_.00g194460
Q2UVX4 	 PGEN_.00g194480
Q86UF1 	 PGEN_.00g194510
Q5ZHV2 	 PGEN_.00g194520
P55013 	 PGEN_.00g194530
P55013 	 PGEN_.00g194540
O42329 	 PGEN_.00g194620
Q9D7J9 	 PGEN_.00g194630
P00636 	 PGEN_.00g194640
Q9VZW5 	 PGEN_.00g194840
Q6PB70 	 PGEN_.00g194860
Q9HCE9 	 PGEN_.00g194870
O42329 	 PGEN_.00g194950
Q9GZZ6 	 PGEN_.00g195040
Q95NQ0 	 PGEN_.00g195080
P49899 	 PGEN_.00g195100
O42412 	 PGEN_.00g195110
Q93YS4 	 PGEN_.00g195150
Q8N988 	 PGEN_.00g195160
P35003 	 PGEN_.00g195170
Q6UXM1 	 PGEN_.00g195200
Q9UGM3 	 PGEN_.00g195210
Q9Z175 	 PGEN_.00g195220
O60140 	 PGEN_.00g195250
Q5XIS7 	 PGEN_.00g195260
O14770 	 PGEN_.00g195270
P36578 	 PGEN_.00g195280
Q92733 	 PGEN_.00g195290
P46940 	 PGEN_.00g195300
Q13576 	 PGEN_.00g195310
Q92847 	 PGEN_.00g195330
Q9VCA2 	 PGEN_.00g195350
P06684 	 PGEN_.00g195420
O70370 	 PGEN_.00g195430
Q5E968 	 PGEN_.00g195440
Q5E968 	 PGEN_.00g195450
P16157 	 PGEN_.00g195470
Q7KVW5 	 PGEN_.00g195490
Q7KVW5 	 PGEN_.00g195510
P00767 	 PGEN_.00g195530
Q503M4 	 PGEN_.00g195540
Q96Q77 	 PGEN_.00g195550
A5PJA1 	 PGEN_.00g195570
Q05973 	 PGEN_.00g195580
Q9W0Y8 	 PGEN_.00g195620
B5FXU9 	 PGEN_.00g195630
Q9BUI4 	 PGEN_.00g195640
Q9BUI4 	 PGEN_.00g195650
B5FXU9 	 PGEN_.00g195660
Q9W0Y8 	 PGEN_.00g195670
Q05973 	 PGEN_.00g195680
A5PJA1 	 PGEN_.00g195690
Q96Q77 	 PGEN_.00g195710
Q503M4 	 PGEN_.00g195720
P00767 	 PGEN_.00g195730
Q7KVW5 	 PGEN_.00g195760
P70604 	 PGEN_.00g195780
Q4UMH6 	 PGEN_.00g195810
Q28944 	 PGEN_.00g195840
Q5E968 	 PGEN_.00g195850
O70370 	 PGEN_.00g195860
P06684 	 PGEN_.00g195870
Q95R48 	 PGEN_.00g195940
Q95254 	 PGEN_.00g195950
Q13576 	 PGEN_.00g195970
P46940 	 PGEN_.00g195980
Q92733 	 PGEN_.00g196000
P36578 	 PGEN_.00g196010
O14770 	 PGEN_.00g196020
Q5XIS7 	 PGEN_.00g196030
O60140 	 PGEN_.00g196040
Q9NR16 	 PGEN_.00g196070
Q5G267 	 PGEN_.00g196090
F7J220 	 PGEN_.00g196100
P34975 	 PGEN_.00g196110
Q40784 	 PGEN_.00g196140
Q40784 	 PGEN_.00g196150
Q40784 	 PGEN_.00g196160
Q3UU96 	 PGEN_.00g196190
P49025 	 PGEN_.00g196410
Q40784 	 PGEN_.00g196430
Q40784 	 PGEN_.00g196450
Q40784 	 PGEN_.00g196460
P34975 	 PGEN_.00g196480
F7J220 	 PGEN_.00g196490
Q2VL90 	 PGEN_.00g196500
Q4A3R3 	 PGEN_.00g196520
Q8JZM8 	 PGEN_.00g196550
Q9VD44 	 PGEN_.00g196580
Q98TR3 	 PGEN_.00g196590
Q6ID18 	 PGEN_.00g196600
Q8N5I2 	 PGEN_.00g196620
P10079 	 PGEN_.00g196630
Q9P3U1 	 PGEN_.00g196640
Q8N695 	 PGEN_.00g196660
P82650 	 PGEN_.00g196670
Q4KKZ1 	 PGEN_.00g196680
H2A0M3 	 PGEN_.00g196690
Q9WVD0 	 PGEN_.00g196710
P53355 	 PGEN_.00g196730
Q55CU2 	 PGEN_.00g196740
Q8NDA2 	 PGEN_.00g196770
Q9NVE4 	 PGEN_.00g196810
O09116 	 PGEN_.00g196830
Q86YT6 	 PGEN_.00g196840
Q7XA72 	 PGEN_.00g196850
Q7XA72 	 PGEN_.00g196860
Q9Y6I4 	 PGEN_.00g196870
Q9NSB8 	 PGEN_.00g196880
Q9Y3D3 	 PGEN_.00g196900
Q9UT67 	 PGEN_.00g196910
P50904 	 PGEN_.00g196920
O44252 	 PGEN_.00g196950
Q9U2M7 	 PGEN_.00g196960
Q5R533 	 PGEN_.00g196970
Q803X0 	 PGEN_.00g196980
Q9U2M7 	 PGEN_.00g196990
O44252 	 PGEN_.00g197000
P50904 	 PGEN_.00g197020
Q10323 	 PGEN_.00g197030
Q9Y3D3 	 PGEN_.00g197040
P53355 	 PGEN_.00g197080
P53355 	 PGEN_.00g197090
Q712K3 	 PGEN_.00g197100
Q641Z2 	 PGEN_.00g197110
Q4KUS2 	 PGEN_.00g197160
P27715 	 PGEN_.00g197200
Q8IYX7 	 PGEN_.00g197230
Q9D0N7 	 PGEN_.00g197250
Q96BD8 	 PGEN_.00g197260
A8K2U0 	 PGEN_.00g197270
