all_GO_ids	gene
GO:0071889;GO:0005096;GO:0042803;GO:0090630;GO:0006886	PGEN_.00g204750
GO:0005634;GO:0000981;GO:0001227;GO:0000977;GO:0008270;GO:0007281;GO:0000122;GO:0006357;GO:0007283	PGEN_.00g204770
GO:0005743;GO:0031966;GO:0005741;GO:0005739;GO:0047184;GO:0008374;GO:0035965;GO:0032048;GO:0003007;GO:0007007;GO:0007005;GO:0000423;GO:0048137	PGEN_.00g204790
GO:0005743;GO:0005741;GO:0005739;GO:0016746;GO:0032048;GO:0000423	PGEN_.00g204800
GO:0000307;GO:0005634;GO:0016538;GO:1902749;GO:0006357	PGEN_.00g204810
GO:0005814;GO:0036064;GO:0005737;GO:0060271	PGEN_.00g204820
GO:0005829;GO:0005739;GO:0005654;GO:0042805;GO:0003682;GO:0001228;GO:0000981;GO:0001227;GO:0042802;GO:0051059;GO:0000978;GO:1904385;GO:0071359;GO:0071347;GO:0071354;GO:0071222;GO:0071260;GO:0071316;GO:0071356;GO:0098586;GO:0007254;GO:0010956;GO:0050728;GO:0032695;GO:0090263;GO:1900127;GO:2000630;GO:0006357;GO:0035994	PGEN_.00g204860
GO:0016021;GO:0016020;GO:0007520	PGEN_.00g204870
GO:0005912;GO:0005604;GO:0016323;GO:0005911;GO:0070938;GO:0043034;GO:0005737;GO:0005856;GO:0016011;GO:0016010;GO:0009897;GO:0005576;GO:0005615;GO:0030175;GO:0005925;GO:0098982;GO:0098978;GO:0016021;GO:0043231;GO:0030027;GO:0016020;GO:0045121;GO:0033268;GO:0034399;GO:0005654;GO:0005634;GO:0005886;GO:0044853;GO:0099524;GO:0045211;GO:0042383;GO:0045202;GO:0003779;GO:0051393;GO:0005509;GO:0002162;GO:0043236;GO:0043237;GO:0042169;GO:0008307;GO:0015631;GO:0017166;GO:0001618;GO:0007568;GO:0060055;GO:0007411;GO:0031103;GO:0071711;GO:0060445;GO:0016340;GO:0071397;GO:0071260;GO:0071679;GO:0060441;GO:0006509;GO:0034453;GO:0019048;GO:0002011;GO:0002009;GO:0016203;GO:0022011;GO:0030336;GO:0043409;GO:0051898;GO:0021675;GO:0021682;GO:1904261;GO:0001954;GO:0031643;GO:0048714;GO:0045860;GO:0010717;GO:0010470;GO:0098696;GO:0050807;GO:0014894;GO:0043434;GO:0098942;GO:0014044;GO:0043403	PGEN_.00g204890
GO:0016607;GO:0003677;GO:0003723;GO:0000226;GO:0000281;GO:0006397;GO:0043066;GO:0051726;GO:0048024;GO:0043484;GO:0008380	PGEN_.00g204960
GO:0016021	PGEN_.00g204970
GO:0005762;GO:0005739;GO:0003735;GO:0006412	PGEN_.00g204990
GO:0042995;GO:0008021;GO:0005524;GO:0046872;GO:0007269	PGEN_.00g205000
GO:0062023;GO:0031012;GO:0005576;GO:0005615;GO:1904813;GO:0035580;GO:1904724;GO:0008191;GO:0030414;GO:0002020;GO:0008270;GO:0010951;GO:0051045;GO:1905049;GO:0034097;GO:0009725;GO:0010033	PGEN_.00g205010
GO:0042995;GO:0008021;GO:0005524;GO:0046872;GO:0007269	PGEN_.00g205020
GO:0005884;GO:0005737;GO:0030016;GO:0051015;GO:0003785;GO:0030042;GO:0051016;GO:0010976;GO:0010591;GO:0042989	PGEN_.00g205030
GO:0005829;GO:0005634;GO:0032797;GO:0034719;GO:0005524;GO:0016887;GO:0003677;GO:0003723;GO:0003724;GO:0000387	PGEN_.00g205040
GO:1990130;GO:0005765;GO:0005096;GO:0034198;GO:0006995;GO:0032007;GO:0010508;GO:2000785	PGEN_.00g205050
GO:0005576;GO:0005634;GO:0004252	PGEN_.00g205090
GO:0009986;GO:0062023;GO:0005576;GO:0005615;GO:0005509;GO:0005112;GO:0005102;GO:0048856;GO:0001525;GO:0001568;GO:0007155;GO:0030336;GO:0045746;GO:0001938;GO:0030334;GO:0001570	PGEN_.00g205100
GO:0005886;GO:0009738;GO:0071470;GO:0009787	PGEN_.00g205110
GO:0097414;GO:0005737;GO:0005829;GO:0097409;GO:1990037;GO:1990038;GO:0097462;GO:0005739;GO:0005654;GO:0005634;GO:0032991;GO:0019005;GO:0000151;GO:0046982;GO:0019901;GO:0043130;GO:1990756;GO:0031625;GO:0004842;GO:0000422;GO:0045736;GO:2000134;GO:1903208;GO:0045620;GO:1903204;GO:1903599;GO:0006626;GO:0016567;GO:0040012;GO:0010975;GO:0031647;GO:0006511	PGEN_.00g205120
GO:0046872;GO:0016740;GO:0016567	PGEN_.00g205200
GO:0005576;GO:0005179	PGEN_.00g205230
GO:0030424;GO:0030425;GO:0005769;GO:0010008;GO:0005887;GO:0045121;GO:0043025;GO:0005886;GO:0098797;GO:0043235;GO:0005524;GO:0005509;GO:0004712;GO:0004714;GO:0071300;GO:0001838;GO:0048484;GO:0035860;GO:0007156;GO:0060384;GO:0000165;GO:0033619;GO:0007399;GO:0001755;GO:0007158;GO:0030182;GO:0042551;GO:0061146;GO:0033630;GO:0030335;GO:0045793;GO:0010628;GO:0033674;GO:0043410;GO:0072300;GO:0014042;GO:0010976;GO:0033141;GO:0051897;GO:0045893;GO:0050770;GO:0030155;GO:0048265;GO:0009410;GO:0060041;GO:0007169;GO:0035799;GO:0001657	PGEN_.00g205270
GO:0043197;GO:0098982;GO:0098978;GO:0016021;GO:0005887;GO:0099060;GO:0031226;GO:0032809;GO:0043204;GO:0005886;GO:0044853;GO:0014069;GO:0045211;GO:0008076;GO:0005250;GO:0046872;GO:1905030;GO:0005249;GO:0001508;GO:0071456;GO:0007268;GO:0045475;GO:0019228;GO:0071805;GO:0051260;GO:0034765;GO:0019233	PGEN_.00g205280
GO:0030424;GO:0005829;GO:0030425;GO:0098998;GO:0098978;GO:0043231;GO:0005654;GO:0098837;GO:0055038;GO:0042802;GO:0098887;GO:1905244;GO:0099152;GO:0099158	PGEN_.00g205300
GO:0005829;GO:0035658;GO:0005085;GO:0009306;GO:0006623;GO:0016192	PGEN_.00g205310
GO:0009986;GO:0005783;GO:0031012;GO:0005615;GO:0043231;GO:0004222;GO:0008237;GO:0008270;GO:0035909;GO:0090673;GO:0030198;GO:0006516;GO:0003179;GO:0007275;GO:0010596;GO:1903671;GO:0045636;GO:0015031;GO:0006508;GO:0009617;GO:0003229;GO:0016192	PGEN_.00g205320
GO:0031012;GO:0005615;GO:0004175;GO:0004222;GO:0008270;GO:0030198;GO:0043066;GO:0045636;GO:0009967;GO:0006508;GO:0048070	PGEN_.00g205330
GO:0005694;GO:0005737;GO:0005829;GO:0000123;GO:0070776;GO:0005654;GO:0005634;GO:0005886;GO:0010698;GO:0003677;GO:0042393;GO:0046872;GO:0006325;GO:0043966;GO:0044154;GO:0043972;GO:0045893;GO:0006355	PGEN_.00g205340
GO:0005737;GO:0098978;GO:0005654;GO:0005634;GO:0042802;GO:0004721;GO:0106306;GO:0106307;GO:0006470	PGEN_.00g205360
GO:0035097;GO:0048188;GO:0003682;GO:0051568;GO:0080182	PGEN_.00g205370
GO:0005737;GO:0005524;GO:0008887;GO:0006468	PGEN_.00g205380
GO:0005769;GO:0005768;GO:0005654;GO:0071203;GO:0016197;GO:0007032;GO:0140591;GO:0015031	PGEN_.00g205390
GO:0005769;GO:0005768;GO:0005654;GO:0071203;GO:0016197;GO:0007032;GO:0140591;GO:0015031	PGEN_.00g205400
GO:0005829;GO:0005634;GO:0042802;GO:0021987;GO:0048813;GO:0022008	PGEN_.00g205410
GO:0032580;GO:0016021;GO:0042802;GO:0006890	PGEN_.00g205430
GO:0005747;GO:0005739;GO:0032991;GO:0045271;GO:0032981;GO:0022904	PGEN_.00g205440
GO:0038038;GO:0016021;GO:0005887;GO:0045121;GO:0005886;GO:0001640;GO:0015485;GO:0004930;GO:0016595;GO:0008066;GO:0001641;GO:0007216;GO:0007612;GO:0007616;GO:0008049;GO:0007528;GO:0051966;GO:0007614;GO:0072553	PGEN_.00g205460
GO:0016021;GO:0005778;GO:0005777;GO:0140359;GO:0047617;GO:0005524;GO:0042626;GO:0005324;GO:0046982;GO:0042803;GO:0006635;GO:0015910;GO:0043217;GO:1900016;GO:1903427;GO:1990535;GO:0007031;GO:0032000;GO:2001280;GO:0009617;GO:0042760;GO:0000038	PGEN_.00g205480
GO:0097450;GO:0044297;GO:0071944;GO:0042995;GO:0005737;GO:0030426;GO:0005887;GO:0043231;GO:0016020;GO:0031090;GO:0005886;GO:0051117;GO:0005365;GO:0005366;GO:0002020;GO:0015798;GO:1902004;GO:0150104	PGEN_.00g205500
GO:0005923;GO:0005911;GO:0005737;GO:0030425;GO:0005770;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0032991;GO:0036057;GO:0045202;GO:0031697;GO:0019902;GO:0030159;GO:0046332;GO:0070699;GO:1990090;GO:0072015;GO:0032926;GO:0030336;GO:0008285;GO:0051898;GO:0038180;GO:0007399;GO:0003402;GO:0010976;GO:0032516;GO:0002092;GO:0043113;GO:0007165;GO:0060395	PGEN_.00g205510
GO:0000785;GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0003677;GO:0046872;GO:0051301;GO:0051382;GO:0007064;GO:1905168;GO:0045944;GO:0010468	PGEN_.00g205530
GO:0005923;GO:0005911;GO:0005737;GO:0030425;GO:0098890;GO:0098982;GO:0098978;GO:0005770;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0032991;GO:0036057;GO:0045202;GO:0070697;GO:0031697;GO:0019894;GO:0019902;GO:0044877;GO:0030159;GO:0046332;GO:0098919;GO:0098879;GO:0070699;GO:1990090;GO:0003094;GO:0072015;GO:0032926;GO:0030336;GO:0008285;GO:0051898;GO:0038180;GO:0097118;GO:0010976;GO:0032516;GO:0002092;GO:2000809;GO:0043113;GO:0098696;GO:0099179;GO:0007165;GO:0060395	PGEN_.00g205540
GO:0005912;GO:0005923;GO:0030054;GO:0071944;GO:0042995;GO:0005911;GO:0005737;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0051393;GO:0005524;GO:0060090;GO:0022409;GO:0007165	PGEN_.00g205570
GO:0008278;GO:0005829;GO:0000776;GO:0030893;GO:0097431;GO:0016363;GO:0034991;GO:0005654;GO:0005634;GO:0005524;GO:0016887;GO:0003682;GO:0003677;GO:0036033;GO:0046982;GO:0051301;GO:0006281;GO:0051321;GO:0007064;GO:0090307;GO:0072423;GO:0009314;GO:0007062;GO:0019827	PGEN_.00g205590
GO:0016021;GO:0005886;GO:0015501;GO:0005313;GO:0015175;GO:0015813	PGEN_.00g205600
GO:0016021;GO:0005886;GO:0004930	PGEN_.00g205630
GO:0031305;GO:0062157;GO:0034705;GO:0062156;GO:0071805	PGEN_.00g205660
GO:0000781;GO:0005737;GO:0005654;GO:0005634;GO:0030915;GO:0046983;GO:0072711;GO:0071478;GO:0034644;GO:0006310;GO:0006281;GO:0000122;GO:0031398;GO:0040008	PGEN_.00g205670
GO:0005789;GO:0016021;GO:0008643;GO:0006488;GO:0034203	PGEN_.00g205680
GO:0036064;GO:0097014;GO:0035253;GO:0035869;GO:0005737;GO:0005829;GO:0005524;GO:0030145;GO:0106310;GO:0004674;GO:0004712;GO:0051301;GO:0006974;GO:0000278;GO:0045893;GO:0006468;GO:2000772;GO:2001020	PGEN_.00g205690
GO:0005762;GO:0005763;GO:0005739;GO:0005886	PGEN_.00g205700
GO:0005737;GO:0042802;GO:0008242;GO:0004252;GO:0050435;GO:0006508	PGEN_.00g205720
GO:0005737;GO:0042802;GO:0008242;GO:0004252;GO:0050435;GO:0006508	PGEN_.00g205730
GO:0016021	PGEN_.00g205740
GO:0016021	PGEN_.00g205750
GO:0005576;GO:0005507;GO:0008447;GO:0016491	PGEN_.00g205760
GO:0005576	PGEN_.00g205780
GO:0005576;GO:0016020;GO:0005044;GO:0007155	PGEN_.00g205820
GO:0005737;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0019898;GO:0030670;GO:0042589;GO:0048306;GO:0003677;GO:0050840;GO:1904399;GO:0001530;GO:0070891;GO:0038187;GO:0005044;GO:0035375;GO:0061844;GO:0006952;GO:0050829;GO:0050830;GO:0051607;GO:0042494;GO:0030855;GO:0043152;GO:0045087;GO:0015031;GO:0006898	PGEN_.00g205840
GO:0005737;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0019898;GO:0030670;GO:0042589;GO:0048306;GO:0003677;GO:0050840;GO:1904399;GO:0001530;GO:0070891;GO:0038187;GO:0005044;GO:0035375;GO:0061844;GO:0006952;GO:0050829;GO:0050830;GO:0051607;GO:0042494;GO:0030855;GO:0043152;GO:0045087;GO:0015031;GO:0006898	PGEN_.00g205860
GO:0005887;GO:0005309;GO:0015881;GO:0006836	PGEN_.00g205900
GO:0005887;GO:0005369;GO:0006836;GO:0035725;GO:0015734	PGEN_.00g205920
GO:0016602;GO:0005654;GO:0005634;GO:0032993;GO:0090575;GO:0005667;GO:0003677;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:0046982;GO:0044877;GO:0000978;GO:0043565;GO:1990830;GO:0080182;GO:0045944;GO:0045893;GO:0035065;GO:0006357;GO:0006355	PGEN_.00g205940
GO:0016021;GO:0008076;GO:0005251;GO:0022843;GO:0005249;GO:0001508;GO:0048675;GO:0048150;GO:1903351;GO:0007619;GO:0009584;GO:0008345;GO:0007611;GO:0048047;GO:0045938;GO:0045838;GO:0071805;GO:0006813;GO:0007637;GO:0051260;GO:0045187;GO:0034765;GO:0060025;GO:0050909;GO:0030431	PGEN_.00g206020
GO:0005642;GO:0005813;GO:0005737;GO:0031410;GO:0005829;GO:0005794;GO:0005635;GO:0005643;GO:0005886;GO:0008093;GO:0034452;GO:0070840;GO:0051959;GO:0031267;GO:0051642;GO:0072393;GO:0007018;GO:0072385;GO:0051028;GO:0034067;GO:0033365;GO:0015031;GO:0070507;GO:0006890	PGEN_.00g206070
GO:0005737;GO:0005829;GO:0031415;GO:0005730;GO:0005634;GO:0004596;GO:1990190;GO:1990189;GO:0043022;GO:0018002;GO:0017198;GO:0006474;GO:2000719	PGEN_.00g206080
GO:0015969	PGEN_.00g206090
GO:0005737;GO:0005615;GO:0005634;GO:0005125;GO:0047280;GO:0004514;GO:0032922;GO:0009435	PGEN_.00g206100
GO:0005930;GO:0005929;GO:0005829;GO:0005874;GO:0015630;GO:0036126;GO:0005524;GO:0046872;GO:0070735;GO:0070736;GO:0060271;GO:0030317;GO:0018094	PGEN_.00g206130
GO:0016607;GO:0005654;GO:0005634;GO:0000981;GO:0001227;GO:0003723;GO:0000978;GO:0032369;GO:0010745;GO:1903427;GO:0000122;GO:0043268;GO:0006357;GO:0016055	PGEN_.00g206160
GO:0031012;GO:0005615;GO:0030414;GO:0007155;GO:0030154;GO:0007399	PGEN_.00g206190
GO:0005737;GO:0031012;GO:0005615;GO:0007155;GO:0030154;GO:0007399	PGEN_.00g206200
GO:0005814;GO:0005737;GO:0045171;GO:0016604;GO:0005730;GO:0005654;GO:0035861;GO:0003824;GO:0140294;GO:0003950;GO:1990404;GO:0030592;GO:0006281;GO:0006302;GO:0045829;GO:1905662;GO:0051106;GO:2001034;GO:0006471;GO:0070213;GO:1990166;GO:0140289;GO:0070212;GO:0060236;GO:0000723	PGEN_.00g206220
GO:0005576;GO:0005507;GO:0052716	PGEN_.00g206240
GO:0005886;GO:0005544;GO:0046872;GO:0071277	PGEN_.00g206250
GO:0070062;GO:0005886;GO:0005544;GO:0046872;GO:0071277	PGEN_.00g206260
GO:0016324;GO:0005829;GO:0005887;GO:0005886;GO:0004930;GO:0007189;GO:0007166	PGEN_.00g206270
GO:0005737;GO:0005634;GO:0003677;GO:0046872;GO:0003712;GO:0006915;GO:0045893;GO:0006355	PGEN_.00g206280
GO:0005789;GO:0016021;GO:0043231;GO:0033782;GO:0008123;GO:0020037;GO:0005506;GO:0008395;GO:0015721;GO:0006699;GO:0038183;GO:0071397;GO:0071333;GO:0006707;GO:0042632;GO:0032966;GO:0045717;GO:0070859;GO:0045542;GO:0070857;GO:0010468;GO:0045471	PGEN_.00g206290
GO:0031012;GO:0005615;GO:0050839;GO:0005518;GO:0050840;GO:0005178;GO:0007155;GO:0008283;GO:0030198	PGEN_.00g206340
GO:0005737;GO:0005856;GO:0031514;GO:0019005;GO:0031146	PGEN_.00g206350
GO:0005737;GO:0000151;GO:0003746	PGEN_.00g206360
	PGEN_.00g206370
GO:0000781;GO:0005737;GO:0005829;GO:0016607;GO:0005634;GO:0000347;GO:0000445;GO:0000346;GO:0003723;GO:0006406;GO:0006397;GO:0008380;GO:0046784	PGEN_.00g206380
	PGEN_.00g206390
GO:0005788;GO:0005794;GO:0005639;GO:0042802;GO:0043621;GO:0071763	PGEN_.00g206410
GO:0005813;GO:0000781;GO:0005634;GO:0035312;GO:0008409;GO:0008800;GO:0003684;GO:0006303;GO:0036297;GO:0031848;GO:0000723;GO:0031860;GO:0031627	PGEN_.00g206420
GO:0005737;GO:0005829;GO:0043231;GO:0005739;GO:0005730;GO:0005654;GO:0000109;GO:0000111;GO:0005634;GO:0005886;GO:0090734;GO:0071942;GO:0003684;GO:0140612;GO:0044877;GO:0003697;GO:0003713;GO:0006974;GO:0006281;GO:0006298;GO:0031573;GO:0006289;GO:0000715;GO:0045893;GO:0000720;GO:0006111;GO:1901990;GO:0010996;GO:0010224;GO:0009410;GO:0070914;GO:1990731	PGEN_.00g206440
GO:0030956;GO:0005739;GO:0005524;GO:0050567;GO:0070681;GO:0032543;GO:0006450	PGEN_.00g206450
GO:0016021	PGEN_.00g206460
GO:0005654;GO:0005634;GO:0005886;GO:0016605;GO:0005524;GO:0031404;GO:0003677;GO:0019104;GO:0140297;GO:0003690;GO:0043739;GO:0000287;GO:0030983;GO:0019904;GO:0042803;GO:0005080;GO:0043621;GO:0008263;GO:0031402;GO:0032183;GO:0003712;GO:0004844;GO:0006284;GO:0006285;GO:0080111;GO:0006298;GO:0035562;GO:0032091;GO:0000122;GO:1902544;GO:0045995;GO:0040029	PGEN_.00g206470
GO:0101031;GO:0005829;GO:0097255;GO:1990062	PGEN_.00g206510
	PGEN_.00g206540
GO:0005737;GO:0005634;GO:0005667;GO:0003677;GO:0046983;GO:0031017;GO:0048699;GO:0030902;GO:0045893;GO:0006355;GO:0048384;GO:0009888	PGEN_.00g206550
GO:0005737;GO:0005739;GO:0005634;GO:0005524;GO:0004839	PGEN_.00g206560
GO:0005737;GO:0005829;GO:0070062;GO:0005739;GO:0005654;GO:0005634;GO:0005524;GO:0003723;GO:0004839;GO:0006974;GO:0032446;GO:0016567;GO:0006511	PGEN_.00g206570
GO:0005737;GO:0001650;GO:0015630;GO:0005654;GO:0005634;GO:0005524;GO:0002039;GO:0106310;GO:0004674;GO:0004712;GO:0007155;GO:0006974;GO:0042149;GO:0035556;GO:0006468;GO:0030155;GO:2000772;GO:0035507	PGEN_.00g206600
GO:0030478;GO:0005884;GO:0031252;GO:0031410;GO:0005829;GO:0098978;GO:0000139;GO:0030027;GO:0005634;GO:0098794;GO:0003779;GO:0008092;GO:0042802;GO:0030036;GO:0030041;GO:0030048;GO:0051301;GO:0060997;GO:0010324;GO:2000402;GO:1903526;GO:0097320;GO:2000601;GO:0050921;GO:2000370;GO:0051491;GO:0045944;GO:0098974;GO:0060491;GO:0032880;GO:0009617;GO:0051653;GO:0006900;GO:0016050;GO:0030050	PGEN_.00g206610
GO:0005737;GO:0005739;GO:0047131;GO:0047130;GO:0004753;GO:0019477;GO:0033512;GO:0019878	PGEN_.00g206620
GO:0110070;GO:0005737;GO:0045171;GO:0030496;GO:1902410;GO:0140014;GO:0098813	PGEN_.00g206630
GO:0031410;GO:0005783;GO:0005789;GO:0030176;GO:0005635;GO:0000247;GO:0047750;GO:0042802;GO:0004769;GO:0006695;GO:0033489;GO:0033490;GO:0008203;GO:0043931;GO:0016126	PGEN_.00g206650
GO:0005887;GO:0005886;GO:0031982;GO:0003823;GO:0005178;GO:0065003	PGEN_.00g206660
	PGEN_.00g206700
GO:0005085;GO:0007266	PGEN_.00g206710
GO:0030681;GO:0005730;GO:0005654;GO:0004526;GO:0033204;GO:0001682	PGEN_.00g206790
	PGEN_.00g206800
GO:0005858;GO:0030286;GO:0005874;GO:0005524;GO:0045505;GO:0051959;GO:0003777;GO:0008569;GO:0060285;GO:0007018	PGEN_.00g206810
GO:0005737;GO:0005789;GO:0016021;GO:0016874;GO:0061630;GO:0008270;GO:0045087;GO:0043123;GO:0016239;GO:0051092;GO:0016567;GO:0030433	PGEN_.00g206820
GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0045505;GO:0051959;GO:0008569;GO:0007018	PGEN_.00g206830
GO:0005737;GO:0031965;GO:0008270;GO:0060071	PGEN_.00g206840
GO:0005576;GO:0031527;GO:0005887;GO:0005886;GO:0097060;GO:0098631;GO:0098632;GO:0001530;GO:0001525;GO:0007155;GO:0006935;GO:0019835;GO:0034113;GO:1990384;GO:0006954;GO:0002232;GO:0048246;GO:0042692;GO:0070265;GO:1905351;GO:0045766;GO:0001954;GO:0050729;GO:2001206;GO:0034145;GO:0012501;GO:0051260;GO:0045765;GO:0090025;GO:0042246	PGEN_.00g206870
GO:0044297;GO:0005739;GO:0043005;GO:0005634;GO:0005886;GO:0005524;GO:0004709;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0043369;GO:0043367;GO:0071466;GO:0060324;GO:0060323;GO:0060291;GO:0000165;GO:0002318;GO:2000352;GO:0010764;GO:0043524;GO:2000301;GO:0048680;GO:0050772;GO:0070374;GO:0010628;GO:0051496;GO:1900026;GO:0042127;GO:0045580;GO:0035019;GO:0050852;GO:0048538;GO:0030878;GO:0008542	PGEN_.00g206880
GO:0005829;GO:0005739;GO:0005524;GO:0004709;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0000165;GO:0043066;GO:0033138;GO:0006468;GO:0032434;GO:0032006	PGEN_.00g206920
GO:0016021;GO:0016020;GO:0005886;GO:0015098	PGEN_.00g206940
GO:0005737;GO:0004177;GO:0004301;GO:0004463;GO:0008237;GO:0045148;GO:0008270;GO:0019370;GO:0043171	PGEN_.00g206960
GO:0005634;GO:0003677;GO:0046872;GO:0046983	PGEN_.00g206990
GO:0034704;GO:0005887;GO:0005886;GO:0005262;GO:0005516;GO:0042802;GO:0005216;GO:0046872;GO:0055074;GO:0098703;GO:0070588;GO:0006816;GO:0035898;GO:0017158;GO:0051592	PGEN_.00g207000
GO:0005524;GO:0106310;GO:0004674;GO:0004712	PGEN_.00g207030
GO:0005576;GO:0005794;GO:0032580;GO:0016021;GO:0048471;GO:0030246;GO:0030145;GO:0004653;GO:0006493;GO:0018242;GO:0018243	PGEN_.00g207040
GO:0005814;GO:0005813;GO:0036064;GO:0005737;GO:0005815;GO:0072686;GO:1990811;GO:0030030;GO:0000070;GO:0090307;GO:1902857;GO:1902440	PGEN_.00g207050
GO:0005737;GO:0005634;GO:0046872;GO:0004518	PGEN_.00g207080
	PGEN_.00g207160
GO:0009986;GO:0098978;GO:0099699;GO:0045121;GO:0043005;GO:0005886;GO:0098794;GO:0098685;GO:0004930;GO:0001616;GO:0016520;GO:0042802;GO:0017046;GO:0008154;GO:0008343;GO:0032869;GO:1990314;GO:0071222;GO:0097067;GO:0046697;GO:0007186;GO:0036321;GO:0030252;GO:0009755;GO:0007611;GO:0032099;GO:0050728;GO:0046676;GO:0032691;GO:0032715;GO:0090327;GO:2000110;GO:0010700;GO:0032720;GO:0032100;GO:1904000;GO:0045923;GO:0043568;GO:0040018;GO:0120058;GO:1904349;GO:1903672;GO:1905564;GO:0099170;GO:1905333;GO:0060123;GO:0043134;GO:0098696;GO:0099175;GO:0051963;GO:0051969;GO:0071548;GO:0032355;GO:0032354;GO:0032094;GO:0060416;GO:0009725;GO:1904008;GO:0007283	PGEN_.00g207230
GO:0005794;GO:0016021;GO:0015297;GO:0005338	PGEN_.00g207280
GO:0016021;GO:0016020;GO:0007520	PGEN_.00g207330
GO:0015629;GO:0031463;GO:0005737;GO:0005829;GO:0030027;GO:0001726;GO:0003779;GO:0042802;GO:0016567	PGEN_.00g207350
	PGEN_.00g207360
GO:0005737;GO:0005634;GO:0051087;GO:0004721;GO:0019901;GO:0004725;GO:0051301;GO:0034644;GO:0000082;GO:0000086;GO:1904056;GO:0010971;GO:0110032;GO:0009314	PGEN_.00g207390
	PGEN_.00g207530
GO:0005730;GO:0005634;GO:0003677;GO:0003725;GO:0045893	PGEN_.00g207680
GO:0005730;GO:0005634;GO:0003677;GO:0003725;GO:0045893	PGEN_.00g207710
GO:0016021	PGEN_.00g207720
	PGEN_.00g207730
GO:0005737;GO:0005524;GO:0106310;GO:0004674;GO:0004712	PGEN_.00g207850
GO:0005654;GO:0005634;GO:0004519;GO:0004803;GO:0098038	PGEN_.00g207890
	PGEN_.00g207900
GO:0005737;GO:0005886;GO:0045202;GO:0004672;GO:0050804;GO:0032780;GO:0043271;GO:0007274;GO:0042391;GO:0042594	PGEN_.00g207910
GO:0005829;GO:0005794;GO:0000139;GO:0017119;GO:0005654;GO:0070085;GO:0007030;GO:0048219;GO:0006891;GO:0015031;GO:0000301	PGEN_.00g207950
GO:0005829;GO:0005794;GO:0000139;GO:0017119;GO:0016020;GO:0005654;GO:0032588;GO:0070085;GO:0007030;GO:0048219;GO:0006891;GO:0015031;GO:0000301	PGEN_.00g207970
GO:0005654;GO:0005634;GO:0004519;GO:0004803;GO:0098038	PGEN_.00g207990
GO:0050660;GO:0017150	PGEN_.00g208050
GO:0004536;GO:0046872	PGEN_.00g208070
GO:0004029;GO:0043878	PGEN_.00g208080
GO:0005794;GO:0005525;GO:0003924;GO:0015031;GO:0016192	PGEN_.00g208100
GO:0005794;GO:0005797;GO:0000139;GO:0000138;GO:0016021;GO:0050513;GO:0016757;GO:0035252;GO:0042285;GO:0031204;GO:0006487;GO:0048367	PGEN_.00g208150
GO:0005634;GO:0030154;GO:0007283	PGEN_.00g208170
GO:0005576;GO:0016491;GO:0030435	PGEN_.00g208230
GO:0016491	PGEN_.00g208270
GO:0005737;GO:0005634;GO:0006783;GO:0007017;GO:0042752;GO:0070453;GO:0048511	PGEN_.00g208280
GO:0005737;GO:0005634;GO:0006783;GO:0007017;GO:0042752;GO:0070453;GO:0048511	PGEN_.00g208310
GO:0016021;GO:0031902;GO:0005765;GO:0031966;GO:0047372;GO:0046464;GO:2001311;GO:0052651	PGEN_.00g208320
GO:0005829;GO:0005783;GO:0005789;GO:0042470;GO:0030496;GO:0048471;GO:0032991;GO:0033018;GO:0005524;GO:0016887;GO:0050750;GO:0019903;GO:0003723;GO:0051082;GO:0031247;GO:0071318;GO:0043066;GO:0006457;GO:0043666;GO:0001666;GO:0030970;GO:0030433	PGEN_.00g208330
GO:0032580;GO:0016021;GO:0031127;GO:0008107;GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486;GO:0030155;GO:0001936	PGEN_.00g208400
GO:0005634;GO:0000981;GO:0000978;GO:0008343;GO:0048856;GO:0048800;GO:0030154;GO:0007480;GO:0007476;GO:0008049;GO:0007399;GO:0006357;GO:0009415;GO:0007423	PGEN_.00g208410
GO:0030678;GO:0005739;GO:0044594;GO:0047015;GO:0003857;GO:0047022;GO:0018454;GO:0035410;GO:0004303;GO:0106282;GO:0016229;GO:0047035;GO:0106283;GO:0006637;GO:0008209;GO:0008205;GO:0008210;GO:0006631;GO:0090646;GO:0008202	PGEN_.00g208510
GO:0005634;GO:0046983;GO:0008270	PGEN_.00g208520
GO:0030678;GO:0005739;GO:0044594;GO:0047015;GO:0003857;GO:0047022;GO:0018454;GO:0035410;GO:0004303;GO:0106282;GO:0016229;GO:0047035;GO:0106283;GO:0006637;GO:0008209;GO:0008205;GO:0008210;GO:0006631;GO:0090646;GO:0008202	PGEN_.00g208530
